state,action,value
2n5/2P1k3/2B1b2p/2K2p2/5P2/8/6P1/8 b - - 7 58,e6b3,-145
2n5/2P1k3/2B4p/2K2p2/5P2/1b6/6P1/8 w - - 8 59,c6b5,-169
2n5/2P1k3/7p/1BK2p2/5P2/1b6/6P1/8 b - - 9 59,b3e6,-154
2n5/2P1k3/4b2p/1BK2p2/5P2/8/6P1/8 w - - 10 60,b5c6,-129
2n5/2P1k3/2B1b2p/2K2p2/5P2/8/6P1/8 b - - 11 60,h6h5,-157
2n5/2P1k3/2B1b3/2K2p1p/5P2/8/6P1/8 w - - 0 61,g2g3,-127
2n5/2P1k3/2B1b3/2K2p1p/5P2/6P1/8/8 b - - 0 61,c8d6,-125
8/2P1k3/2Bnb3/2K2p1p/5P2/6P1/8/8 w - - 1 62,c6f3,-175
8/2P1k3/3nb3/2K2p1p/5P2/5BP1/8/8 b - - 2 62,d6e4,-267
8/2P1k3/4b3/2K2p1p/4nP2/5BP1/8/8 w - - 3 63,c5d4,-78
8/2P1k3/4b3/5p1p/3KnP2/5BP1/8/8 b - - 4 63,e4g3,-98
8/2P1k3/4b3/5p1p/3K1P2/5Bn1/8/8 w - - 0 64,f3b7,-45
8/1BP1k3/4b3/5p1p/3K1P2/6n1/8/8 b - - 1 64,h5h4,-108
8/1BP1k3/4b3/5p2/3K1P1p/6n1/8/8 w - - 0 65,d4e3,-75
8/1BP1k3/4b3/5p2/5P1p/4K1n1/8/8 b - - 1 65,e7d6,-51
8/1BP5/3kb3/5p2/5P1p/4K1n1/8/8 w - - 2 66,c7c8q,-42
2Q5/1B6/3kb3/5p2/5P1p/4K1n1/8/8 b - - 0 66,e6c8,-71
2b5/1B6/3k4/5p2/5P1p/4K1n1/8/8 w - - 0 67,b7c8,-8
2B5/8/3k4/5p2/5P1p/4K1n1/8/8 b - - 0 67,g3h5,-9
2B5/8/3k4/5p1n/5P1p/4K3/8/8 w - - 1 68,c8f5,-2
8/8/3k4/5B1n/5P1p/4K3/8/8 b - - 0 68,h4h3,-1
8/8/3k4/5B1n/5P2/4K2p/8/8 w - - 0 69,f5h3,-1
8/8/3k4/7n/5P2/4K2B/8/8 b - - 0 69,h5g7,0
8/6n1/3k4/8/5P2/4K2B/8/8 w - - 1 70,h3e6,0
8/6n1/3kB3/8/5P2/4K3/8/8 b - - 2 70,d6e7,0
8/4k1n1/4B3/8/5P2/4K3/8/8 w - - 3 71,f4f5,0
8/4k1n1/4B3/5P2/8/4K3/8/8 b - - 0 71,g7h5,0
8/4k3/4B3/5P1n/8/4K3/8/8 w - - 1 72,f5f6,2
8/4k3/4BP2/7n/8/4K3/8/8 b - - 0 72,e7f6,0
8/8/4Bk2/7n/8/4K3/8/8 w - - 0 73,e3d4,0
8/8/4Bk2/7n/3K4/8/8/8 b - - 1 73,f6e7,0
8/4k3/4B3/7n/3K4/8/8/8 w - - 2 74,d4e4,0
8/4k3/4B3/7n/4K3/8/8/8 b - - 3 74,e7d8,0
3k4/8/4B3/7n/4K3/8/8/8 w - - 4 75,e4d5,0
3k4/8/4B3/3K3n/8/8/8/8 b - - 5 75,h5f6,0
3k4/8/4Bn2/3K4/8/8/8/8 w - - 6 76,d5d4,0
3k4/8/4Bn2/8/3K4/8/8/8 b - - 7 76,f6g8,0
3k2n1/8/4B3/8/3K4/8/8/8 w - - 8 77,d4e5,0
3k2n1/8/4B3/4K3/8/8/8/8 b - - 9 77,g8h6,0
3k4/8/4B2n/4K3/8/8/8/8 w - - 10 78,e6d7,0
3k4/3B4/7n/4K3/8/8/8/8 b - - 11 78,h6g4,0
3k4/3B4/8/4K3/6n1/8/8/8 w - - 12 79,e5e6,0
3k4/3B4/4K3/8/6n1/8/8/8 b - - 13 79,d8c7,0
8/2kB4/4K3/8/6n1/8/8/8 w - - 14 80,d7b5,0
8/2k5/4K3/1B6/6n1/8/8/8 b - - 15 80,g4e5,0
8/2k5/4K3/1B2n3/8/8/8/8 w - - 16 81,b5c4,0
8/2k5/4K3/4n3/2B5/8/8/8 b - - 17 81,e5d3,0
8/2k5/4K3/8/2B5/3n4/8/8 w - - 18 82,c4a2,0
8/2k5/4K3/8/8/3n4/B7/8 b - - 19 82,c7c6,0
8/8/2k1K3/8/8/3n4/B7/8 w - - 20 83,a2d5,0
8/8/2k1K3/3B4/8/3n4/8/8 b - - 21 83,c6c7,0
8/2k5/4K3/3B4/8/3n4/8/8 w - - 22 84,e6f6,0
8/2k5/5K2/3B4/8/3n4/8/8 b - - 23 84,d3e5,0
8/2k5/5K2/3Bn3/8/8/8/8 w - - 24 85,d5c6,0
8/2k5/2B2K2/4n3/8/8/8/8 b - - 25 85,e5d7,0
8/2kn4/2B2K2/8/8/8/8/8 w - - 26 86,f6g5,0
8/2kn4/2B5/6K1/8/8/8/8 b - - 27 86,d7b8,0
1n6/2k5/2B5/6K1/8/8/8/8 w - - 28 87,c6d7,0
1n6/2kB4/8/6K1/8/8/8/8 b - - 29 87,c7b6,0
1n6/3B4/1k6/6K1/8/8/8/8 w - - 30 88,g5h5,0
1n6/3B4/1k6/7K/8/8/8/8 b - - 31 88,b6c5,0
1n6/3B4/8/2k4K/8/8/8/8 w - - 32 89,d7b5,0
1n6/8/8/1Bk4K/8/8/8/8 b - - 33 89,b8d7,0
8/3n4/8/1Bk4K/8/8/8/8 w - - 34 90,h5h4,0
8/3n4/8/1Bk5/7K/8/8/8 b - - 35 90,c5d4,0
8/3n4/8/1B6/3k3K/8/8/8 w - - 36 91,b5c4,0
8/3n4/8/8/2Bk3K/8/8/8 b - - 37 91,d7f6,0
8/8/5n2/8/2Bk3K/8/8/8 w - - 38 92,c4d3,0
8/8/5n2/8/3k3K/3B4/8/8 b - - 39 92,f6h5,0
8/8/8/7n/3k3K/3B4/8/8 w - - 40 93,h4h3,0
8/8/8/7n/3k4/3B3K/8/8 b - - 41 93,h5g3,0
8/8/8/8/3k4/3B2nK/8/8 w - - 42 94,d3e4,0
8/8/8/8/3kB3/6nK/8/8 b - - 43 94,d4e3,0
8/8/8/8/4B3/4k1nK/8/8 w - - 44 95,e4d3,0
8/8/8/8/8/3Bk1nK/8/8 b - - 45 95,e3f3,0
8/8/8/8/8/3B1knK/8/8 w - - 46 96,d3e4,0
8/8/8/8/4B3/5knK/8/8 b - - 47 96,f3e3,0
8/8/8/8/4B3/4k1nK/8/8 w - - 48 97,h3g4,0
8/8/8/8/4B1K1/4k1n1/8/8 b - - 49 97,e3d2,0
8/8/8/8/4B1K1/6n1/3k4/8 w - - 50 98,e4d3,0
8/8/8/8/6K1/3B2n1/3k4/8 b - - 51 98,g3e4,0
8/8/8/8/4n1K1/3B4/3k4/8 w - - 52 99,g4f5,0
8/8/8/5K2/4n3/3B4/3k4/8 b - - 53 99,d2c3,0
8/8/8/5K2/4n3/2kB4/8/8 w - - 54 100,f5e5,0
8/8/8/4K3/4n3/2kB4/8/8 b - - 55 100,c3b4,0
8/8/8/4K3/1k2n3/3B4/8/8 w - - 56 101,e5d4,0
8/8/8/8/1k1Kn3/3B4/8/8 b - - 57 101,e4c3,0
8/8/8/8/1k1K4/2nB4/8/8 w - - 58 102,d4e5,0
8/8/8/4K3/1k6/2nB4/8/8 b - - 59 102,b4c5,0
8/8/8/2k1K3/8/2nB4/8/8 w - - 60 103,d3b5,0
8/8/8/1Bk1K3/8/2n5/8/8 b - - 61 103,c3e4,0
8/8/8/1Bk1K3/4n3/8/8/8 w - - 62 104,b5c4,0
8/8/8/2k1K3/2B1n3/8/8/8 b - - 63 104,e4d6,0
8/8/3n4/2k1K3/2B5/8/8/8 w - - 64 105,c4d5,0
8/8/3n4/2kBK3/8/8/8/8 b - - 65 105,d6c4,0
8/8/8/2kBK3/2n5/8/8/8 w - - 66 106,e5e4,0
8/8/8/2kB4/2n1K3/8/8/8 b - - 67 106,c5b5,0
8/8/8/1k1B4/2n1K3/8/8/8 w - - 68 107,e4f3,0
8/8/8/1k1B4/2n5/5K2/8/8 b - - 69 107,b5a5,0
8/8/8/k2B4/2n5/5K2/8/8 w - - 70 108,d5c6,0
8/8/2B5/k7/2n5/5K2/8/8 b - - 71 108,a5b4,0
8/8/2B5/8/1kn5/5K2/8/8 w - - 72 109,c6d5,0
8/8/8/3B4/1kn5/5K2/8/8 b - - 73 109,b4b5,0
8/8/8/1k1B4/2n5/5K2/8/8 w - - 74 110,f3f2,0
8/8/8/1k1B4/2n5/8/5K2/8 b - - 75 110,b5b4,0
8/8/8/3B4/1kn5/8/5K2/8 w - - 76 111,f2g3,0
8/8/8/3B4/1kn5/6K1/8/8 b - - 77 111,b4c3,0
8/8/8/3B4/2n5/2k3K1/8/8 w - - 78 112,d5e4,0
8/8/8/8/2n1B3/2k3K1/8/8 b - - 79 112,c3d2,0
8/8/8/8/2n1B3/6K1/3k4/8 w - - 80 113,e4d3,0
8/8/8/8/2n5/3B2K1/3k4/8 b - - 81 113,d2e3,0
8/8/8/8/2n5/3Bk1K1/8/8 w - - 82 114,d3e4,0
8/8/8/8/2n1B3/4k1K1/8/8 b - - 83 114,c4e5,0
8/8/8/4n3/4B3/4k1K1/8/8 w - - 84 115,e4a8,0
B7/8/8/4n3/8/4k1K1/8/8 b - - 85 115,e5c6,0
B7/8/2n5/8/8/4k1K1/8/8 w - - 86 116,a8b7,0
8/1B6/2n5/8/8/4k1K1/8/8 b - - 87 116,c6e5,0
8/1B6/8/4n3/8/4k1K1/8/8 w - - 88 117,b7e4,0
8/8/8/4n3/4B3/4k1K1/8/8 b - - 89 117,e5g6,0
8/8/6n1/8/4B3/4k1K1/8/8 w - - 90 118,e4b7,0
8/1B6/6n1/8/8/4k1K1/8/8 b - - 91 118,g6e5,0
8/1B6/8/4n3/8/4k1K1/8/8 w - - 92 119,b7f3,0
8/8/8/4n3/8/4kBK1/8/8 b - - 93 119,e3d3,0
8/8/8/4n3/8/3k1BK1/8/8 w - - 94 120,g3f4,0
8/8/8/4n3/5K2/3k1B2/8/8 b - - 95 120,e5g4,0
8/8/8/8/5Kn1/3k1B2/8/8 w - - 96 121,f4f5,0
8/8/8/5K2/6n1/3k1B2/8/8 b - - 97 121,g4f6,0
8/8/5n2/5K2/8/3k1B2/8/8 w - - 98 122,f5g5,0
1nbqkbnr/1p1ppp2/r5pp/p1p5/P4P2/R2P4/1PP1PBPP/1N1QKBNR w Kk - 2 8,e2e4,103
1nbqkbnr/1p1ppp2/r5pp/p1p5/P3PP2/R2P4/1PP2BPP/1N1QKBNR b Kk - 0 8,a6f6,124
1nbqkbnr/1p1ppp2/5rpp/p1p5/P3PP2/R2P4/1PP2BPP/1N1QKBNR w Kk - 1 9,f2c5,156
1nbqkbnr/1p1ppp2/5rpp/p1B5/P3PP2/R2P4/1PP3PP/1N1QKBNR b Kk - 0 9,f6f4,119
1nbqkbnr/1p1ppp2/6pp/p1B5/P3Pr2/R2P4/1PP3PP/1N1QKBNR w Kk - 0 10,a3b3,142
1nbqkbnr/1p1ppp2/6pp/p1B5/P3Pr2/1R1P4/1PP3PP/1N1QKBNR b Kk - 1 10,d7d5,116
1nbqkbnr/1p2pp2/6pp/p1Bp4/P3Pr2/1R1P4/1PP3PP/1N1QKBNR w Kk - 0 11,c5b6,165
1nbqkbnr/1p2pp2/1B4pp/p2p4/P3Pr2/1R1P4/1PP3PP/1N1QKBNR b Kk - 1 11,d8d6,197
1nb1kbnr/1p2pp2/1B1q2pp/p2p4/P3Pr2/1R1P4/1PP3PP/1N1QKBNR w Kk - 2 12,g1e2,179
1nb1kbnr/1p2pp2/1B1q2pp/p2p4/P3Pr2/1R1P4/1PP1N1PP/1N1QKB1R b Kk - 3 12,f4h4,196
1nb1kbnr/1p2pp2/1B1q2pp/p2p4/P3P2r/1R1P4/1PP1N1PP/1N1QKB1R w Kk - 4 13,g2g3,169
1nb1kbnr/1p2pp2/1B1q2pp/p2p4/P3P2r/1R1P2P1/1PP1N2P/1N1QKB1R b Kk - 0 13,h4h5,171
1nb1kbnr/1p2pp2/1B1q2pp/p2p3r/P3P3/1R1P2P1/1PP1N2P/1N1QKB1R w Kk - 1 14,e2f4,161
1nb1kbnr/1p2pp2/1B1q2pp/p2p3r/P3PN2/1R1P2P1/1PP4P/1N1QKB1R b Kk - 2 14,h5e5,179
1nb1kbnr/1p2pp2/1B1q2pp/p2pr3/P3PN2/1R1P2P1/1PP4P/1N1QKB1R w Kk - 3 15,f1g2,199
1nb1kbnr/1p2pp2/1B1q2pp/p2pr3/P3PN2/1R1P2P1/1PP3BP/1N1QK2R b Kk - 4 15,g8f6,196
1nb1kb1r/1p2pp2/1B1q1npp/p2pr3/P3PN2/1R1P2P1/1PP3BP/1N1QK2R w Kk - 5 16,e1g1,171
1nb1kb1r/1p2pp2/1B1q1npp/p2pr3/P3PN2/1R1P2P1/1PP3BP/1N1Q1RK1 b k - 6 16,f8g7,194
1nb1k2r/1p2ppb1/1B1q1npp/p2pr3/P3PN2/1R1P2P1/1PP3BP/1N1Q1RK1 w k - 7 17,e4d5,232
1nb1k2r/1p2ppb1/1B1q1npp/p2Pr3/P4N2/1R1P2P1/1PP3BP/1N1Q1RK1 b k - 0 17,g6g5,189
1nb1k2r/1p2ppb1/1B1q1n1p/p2Pr1p1/P4N2/1R1P2P1/1PP3BP/1N1Q1RK1 w k - 0 18,d3d4,182
1nb1k2r/1p2ppb1/1B1q1n1p/p2Pr1p1/P2P1N2/1R4P1/1PP3BP/1N1Q1RK1 b k - 0 18,e5f5,191
1nb1k2r/1p2ppb1/1B1q1n1p/p2P1rp1/P2P1N2/1R4P1/1PP3BP/1N1Q1RK1 w k - 1 19,b6c5,149
1nb1k2r/1p2ppb1/3q1n1p/p1BP1rp1/P2P1N2/1R4P1/1PP3BP/1N1Q1RK1 b k - 2 19,d6c7,193
1nb1k2r/1pq1ppb1/5n1p/p1BP1rp1/P2P1N2/1R4P1/1PP3BP/1N1Q1RK1 w k - 3 20,d5d6,179
1nb1k2r/1pq1ppb1/3P1n1p/p1B2rp1/P2P1N2/1R4P1/1PP3BP/1N1Q1RK1 b k - 0 20,e7d6,238
1nb1k2r/1pq2pb1/3p1n1p/p1B2rp1/P2P1N2/1R4P1/1PP3BP/1N1Q1RK1 w k - 0 21,c5b6,322
1nb1k2r/1pq2pb1/1B1p1n1p/p4rp1/P2P1N2/1R4P1/1PP3BP/1N1Q1RK1 b k - 1 21,c7d7,249
1nb1k2r/1p1q1pb1/1B1p1n1p/p4rp1/P2P1N2/1R4P1/1PP3BP/1N1Q1RK1 w k - 2 22,g2h3,220
1nb1k2r/1p1q1pb1/1B1p1n1p/p4rp1/P2P1N2/1R4PB/1PP4P/1N1Q1RK1 b k - 3 22,e8g8,260
1nb2rk1/1p1q1pb1/1B1p1n1p/p4rp1/P2P1N2/1R4PB/1PP4P/1N1Q1RK1 w - - 4 23,h3f5,230
1nb2rk1/1p1q1pb1/1B1p1n1p/p4Bp1/P2P1N2/1R4P1/1PP4P/1N1Q1RK1 b - - 0 23,d7f5,289
1nb2rk1/1p3pb1/1B1p1n1p/p4qp1/P2P1N2/1R4P1/1PP4P/1N1Q1RK1 w - - 0 24,f4h5,221
1nb2rk1/1p3pb1/1B1p1n1p/p4qpN/P2P4/1R4P1/1PP4P/1N1Q1RK1 b - - 1 24,f5g6,246
1nb2rk1/1p3pb1/1B1p1nqp/p5pN/P2P4/1R4P1/1PP4P/1N1Q1RK1 w - - 2 25,h5g7,241
1nb2rk1/1p3pN1/1B1p1nqp/p5p1/P2P4/1R4P1/1PP4P/1N1Q1RK1 b - - 0 25,g8g7,241
1nb2r2/1p3pk1/1B1p1nqp/p5p1/P2P4/1R4P1/1PP4P/1N1Q1RK1 w - - 0 26,d4d5,221
1nb2r2/1p3pk1/1B1p1nqp/p2P2p1/P7/1R4P1/1PP4P/1N1Q1RK1 b - - 0 26,c8g4,234
1n3r2/1p3pk1/1B1p1nqp/p2P2p1/P5b1/1R4P1/1PP4P/1N1Q1RK1 w - - 1 27,d1d3,208
1n3r2/1p3pk1/1B1p1nqp/p2P2p1/P5b1/1R1Q2P1/1PP4P/1N3RK1 b - - 2 27,b8d7,218
5r2/1p1n1pk1/1B1p1nqp/p2P2p1/P5b1/1R1Q2P1/1PP4P/1N3RK1 w - - 3 28,d3g6,247
5r2/1p1n1pk1/1B1p1nQp/p2P2p1/P5b1/1R4P1/1PP4P/1N3RK1 b - - 0 28,g7g6,225
5r2/1p1n1p2/1B1p1nkp/p2P2p1/P5b1/1R4P1/1PP4P/1N3RK1 w - - 0 29,b6a5,231
5r2/1p1n1p2/3p1nkp/B2P2p1/P5b1/1R4P1/1PP4P/1N3RK1 b - - 0 29,g4h3,195
5r2/1p1n1p2/3p1nkp/B2P2p1/P7/1R4Pb/1PP4P/1N3RK1 w - - 1 30,f1e1,253
5r2/1p1n1p2/3p1nkp/B2P2p1/P7/1R4Pb/1PP4P/1N2R1K1 b - - 2 30,f8a8,249
r7/1p1n1p2/3p1nkp/B2P2p1/P7/1R4Pb/1PP4P/1N2R1K1 w - - 3 31,a5b4,259
r7/1p1n1p2/3p1nkp/3P2p1/PB6/1R4Pb/1PP4P/1N2R1K1 b - - 4 31,a8a4,252
8/1p1n1p2/3p1nkp/3P2p1/rB6/1R4Pb/1PP4P/1N2R1K1 w - - 0 32,b4d6,272
8/1p1n1p2/3B1nkp/3P2p1/r7/1R4Pb/1PP4P/1N2R1K1 b - - 0 32,a4a6,264
8/1p1n1p2/r2B1nkp/3P2p1/8/1R4Pb/1PP4P/1N2R1K1 w - - 1 33,d6a3,259
8/1p1n1p2/r4nkp/3P2p1/8/BR4Pb/1PP4P/1N2R1K1 b - - 2 33,f6d5,255
8/1p1n1p2/r5kp/3n2p1/8/BR4Pb/1PP4P/1N2R1K1 w - - 0 34,b3b7,262
8/1R1n1p2/r5kp/3n2p1/8/B5Pb/1PP4P/1N2R1K1 b - - 0 34,f7f6,287
8/1R1n4/r4pkp/3n2p1/8/B5Pb/1PP4P/1N2R1K1 w - - 0 35,e1d1,304
8/1R1n4/r4pkp/3n2p1/8/B5Pb/1PP4P/1N1R2K1 b - - 1 35,d7b6,283
8/1R6/rn3pkp/3n2p1/8/B5Pb/1PP4P/1N1R2K1 w - - 2 36,b2b3,294
8/1R6/rn3pkp/3n2p1/8/BP4Pb/2P4P/1N1R2K1 b - - 0 36,h3c8,292
2b5/1R6/rn3pkp/3n2p1/8/BP4P1/2P4P/1N1R2K1 w - - 1 37,b7b8,326
1Rb5/8/rn3pkp/3n2p1/8/BP4P1/2P4P/1N1R2K1 b - - 2 37,c8f5,317
1R6/8/rn3pkp/3n1bp1/8/BP4P1/2P4P/1N1R2K1 w - - 3 38,d1d2,295
1R6/8/rn3pkp/3n1bp1/8/BP4P1/2PR3P/1N4K1 b - - 4 38,h6h5,327
1R6/8/rn3pk1/3n1bpp/8/BP4P1/2PR3P/1N4K1 w - - 0 39,b8e8,335
4R3/8/rn3pk1/3n1bpp/8/BP4P1/2PR3P/1N4K1 b - - 1 39,h5h4,335
4R3/8/rn3pk1/3n1bp1/7p/BP4P1/2PR3P/1N4K1 w - - 0 40,g3h4,329
4R3/8/rn3pk1/3n1bp1/7P/BP6/2PR3P/1N4K1 b - - 0 40,d5f4,350
4R3/8/rn3pk1/5bp1/5n1P/BP6/2PR3P/1N4K1 w - - 1 41,h4g5,339
4R3/8/rn3pk1/5bP1/5n2/BP6/2PR3P/1N4K1 b - - 0 41,b6d5,293
4R3/8/r4pk1/3n1bP1/5n2/BP6/2PR3P/1N4K1 w - - 1 42,e8e1,286
8/8/r4pk1/3n1bP1/5n2/BP6/2PR3P/1N2R1K1 b - - 2 42,a6c6,288
8/8/2r2pk1/3n1bP1/5n2/BP6/2PR3P/1N2R1K1 w - - 3 43,h2h4,291
8/8/2r2pk1/3n1bP1/5n1P/BP6/2PR4/1N2R1K1 b - - 0 43,f6g5,297
8/8/2r3k1/3n1bp1/5n1P/BP6/2PR4/1N2R1K1 w - - 0 44,c2c4,307
8/8/2r3k1/3n1bp1/2P2n1P/BP6/3R4/1N2R1K1 b - - 0 44,d5f6,300
8/8/2r2nk1/5bp1/2P2n1P/BP6/3R4/1N2R1K1 w - - 1 45,d2d6,337
8/8/2rR1nk1/5bp1/2P2n1P/BP6/8/1N2R1K1 b - - 2 45,c6d6,309
8/8/3r1nk1/5bp1/2P2n1P/BP6/8/1N2R1K1 w - - 0 46,a3d6,317
8/8/3B1nk1/5bp1/2P2n1P/1P6/8/1N2R1K1 b - - 0 46,f4h3,339
8/8/3B1nk1/5bp1/2P4P/1P5n/8/1N2R1K1 w - - 1 47,g1g2,319
8/8/3B1nk1/5bp1/2P4P/1P5n/6K1/1N2R3 b - - 2 47,g5h4,307
8/8/3B1nk1/5b2/2P4p/1P5n/6K1/1N2R3 w - - 0 48,b1d2,386
8/8/3B1nk1/5b2/2P4p/1P5n/3N2K1/4R3 b - - 1 48,h3g5,366
8/8/3B1nk1/5bn1/2P4p/1P6/3N2K1/4R3 w - - 2 49,d6e7,376
8/4B3/5nk1/5bn1/2P4p/1P6/3N2K1/4R3 b - - 3 49,g5h7,375
8/4B2n/5nk1/5b2/2P4p/1P6/3N2K1/4R3 w - - 4 50,b3b4,418
8/4B2n/5nk1/5b2/1PP4p/8/3N2K1/4R3 b - - 0 50,h4h3,382
8/4B2n/5nk1/5b2/1PP5/7p/3N2K1/4R3 w - - 0 51,g2g3,416
8/4B2n/5nk1/5b2/1PP5/6Kp/3N4/4R3 b - - 1 51,f6h5,439
8/4B2n/6k1/5b1n/1PP5/6Kp/3N4/4R3 w - - 2 52,g3h2,410
8/4B2n/6k1/5b1n/1PP5/7p/3N3K/4R3 b - - 3 52,h7f6,447
8/4B3/5nk1/5b1n/1PP5/7p/3N3K/4R3 w - - 4 53,e7d6,419
8/8/3B1nk1/5b1n/1PP5/7p/3N3K/4R3 b - - 5 53,g6g5,457
8/8/3B1n2/5bkn/1PP5/7p/3N3K/4R3 w - - 6 54,e1f1,480
8/8/3B1n2/5bkn/1PP5/7p/3N3K/5R2 b - - 7 54,g5g6,440
8/8/3B1nk1/5b1n/1PP5/7p/3N3K/5R2 w - - 8 55,f1g1,445
8/8/3B1nk1/5b1n/1PP5/7p/3N3K/6R1 b - - 9 55,g6f7,430
8/5k2/3B1n2/5b1n/1PP5/7p/3N3K/6R1 w - - 10 56,g1a1,460
8/5k2/3B1n2/5b1n/1PP5/7p/3N3K/R7 b - - 11 56,f7e6,416
8/8/3Bkn2/5b1n/1PP5/7p/3N3K/R7 w - - 12 57,c4c5,426
8/8/3Bkn2/2P2b1n/1P6/7p/3N3K/R7 b - - 0 57,e6d5,424
8/8/3B1n2/2Pk1b1n/1P6/7p/3N3K/R7 w - - 1 58,b4b5,433
8/8/3B1n2/1PPk1b1n/8/7p/3N3K/R7 b - - 0 58,h5f4,435
8/8/3B1n2/1PPk1b2/5n2/7p/3N3K/R7 w - - 1 59,a1f1,464
8/8/3B1n2/1PPk1b2/5n2/7p/3N3K/5R2 b - - 2 59,f6g4,423
8/8/3B4/1PPk1b2/5nn1/7p/3N3K/5R2 w - - 3 60,h2h1,461
8/8/3B4/1PPk1b2/5nn1/7p/3N4/5R1K b - - 4 60,f5d3,406
8/8/3B4/1PPk4/5nn1/3b3p/3N4/5R1K w - - 5 61,f1f4,417
8/8/3B4/1PPk4/5Rn1/3b3p/3N4/7K b - - 0 61,d3b5,403
8/8/3B4/1bPk4/5Rn1/7p/3N4/7K w - - 0 62,d2b3,441
8/8/3B4/1bPk4/5Rn1/1N5p/8/7K b - - 1 62,b5d7,420
8/3b4/3B4/2Pk4/5Rn1/1N5p/8/7K w - - 2 63,f4d4,439
8/3b4/3B4/2Pk4/3R2n1/1N5p/8/7K b - - 3 63,d5e6,420
8/3b4/3Bk3/2P5/3R2n1/1N5p/8/7K w - - 4 64,d6h2,461
8/3b4/4k3/2P5/3R2n1/1N5p/7B/7K b - - 5 64,d7c6,428
8/8/2b1k3/2P5/3R2n1/1N5p/7B/7K w - - 6 65,h1g1,431
8/8/2b1k3/2P5/3R2n1/1N5p/7B/6K1 b - - 7 65,g4e5,430
8/8/2b1k3/2P1n3/3R4/1N5p/7B/6K1 w - - 8 66,d4d6,419
8/8/2bRk3/2P1n3/8/1N5p/7B/6K1 b - - 9 66,e6e7,442
8/4k3/2bR4/2P1n3/8/1N5p/7B/6K1 w - - 10 67,b3d4,464
8/4k3/2bR4/2P1n3/3N4/7p/7B/6K1 b - - 11 67,e5f3,437
8/4k3/2bR4/2P5/3N4/5n1p/7B/6K1 w - - 12 68,d4f3,515
8/4k3/2bR4/2P5/8/5N1p/7B/6K1 b - - 0 68,c6f3,562
8/4k3/3R4/2P5/8/5b1p/7B/6K1 w - - 0 69,c5c6,578
8/4k3/2PR4/8/8/5b1p/7B/6K1 b - - 0 69,f3g2,569
8/4k3/2PR4/8/8/7p/6bB/6K1 w - - 1 70,h2g3,573
8/4k3/2PR4/8/8/6Bp/6b1/6K1 b - - 2 70,g2f3,566
8/4k3/2PR4/8/8/5bBp/8/6K1 w - - 3 71,c6c7,574
8/2P1k3/3R4/8/8/5bBp/8/6K1 b - - 0 71,e7f7,579
8/2P2k2/3R4/8/8/5bBp/8/6K1 w - - 1 72,c7c8q,4135
2Q5/5k2/3R4/8/8/5bBp/8/6K1 b - - 0 72,f3g4,6
2Q5/5k2/3R4/8/6b1/6Bp/8/6K1 w - - 1 73,c8c7,5
8/2Q2k2/3R4/8/6b1/6Bp/8/6K1 b - - 2 73,g4d7,4
8/2Qb1k2/3R4/8/8/6Bp/8/6K1 w - - 3 74,c7d7,6
8/3Q1k2/3R4/8/8/6Bp/8/6K1 b - - 0 74,f7f8,3
5k2/3Q4/3R4/8/8/6Bp/8/6K1 w - - 1 75,d6f6,3
5k2/3Q4/5R2/8/8/6Bp/8/6K1 b - - 2 75,f8g8,3
6k1/3Q4/5R2/8/8/6Bp/8/6K1 w - - 3 76,f6g6,2
6k1/3Q4/6R1/8/8/6Bp/8/6K1 b - - 4 76,g8f8,1
5k2/3Q4/6R1/8/8/6Bp/8/6K1 w - - 5 77,g3d6,1
r1bqkbnr/ppp1pp1p/n2p2p1/8/2P3P1/3P4/PP2PP1P/RNBQKBNR w KQkq - 0 4,e2e4,-26
r1bqkbnr/ppp1pp1p/n2p2p1/8/2P1P1P1/3P4/PP3P1P/RNBQKBNR b KQkq - 0 4,e7e5,-34
r1bqkbnr/ppp2p1p/n2p2p1/4p3/2P1P1P1/3P4/PP3P1P/RNBQKBNR w KQkq - 0 5,b1c3,-10
